VocabularyEN,ExampleSentences,ExampleSentencesCH,Synonym,SynonymCH
wary,wary例句测试1,wary例句测试翻译1,wary同义词测试1,wary同义词测试翻译1
wary,wary例句测试2,wary例句测试翻译2,wary同义词测试2,wary同义词测试翻译2
waste,waste例句测试1,waste例句测试翻译1,waste同义词测试1,waste同义词测试翻译1
waste,waste例句测试2,waste例句测试翻译2,waste同义词测试2,waste同义词测试翻译2
wastrel,wastrel例句测试1,wastrel例句测试翻译1,wastrel同义词测试1,wastrel同义词测试翻译1
wastrel,wastrel例句测试2,wastrel例句测试翻译2,wastrel同义词测试2,wastrel同义词测试翻译2
watch,watch例句测试1,watch例句测试翻译1,watch同义词测试1,watch同义词测试翻译1
watch,watch例句测试2,watch例句测试翻译2,watch同义词测试2,watch同义词测试翻译2
waterproof,waterproof例句测试1,waterproof例句测试翻译1,waterproof同义词测试1,waterproof同义词测试翻译1
waterproof,waterproof例句测试2,waterproof例句测试翻译2,waterproof同义词测试2,waterproof同义词测试翻译2
watershed,watershed例句测试1,watershed例句测试翻译1,watershed同义词测试1,watershed同义词测试翻译1
watershed,watershed例句测试2,watershed例句测试翻译2,watershed同义词测试2,watershed同义词测试翻译2
waver,waver例句测试1,waver例句测试翻译1,waver同义词测试1,waver同义词测试翻译1
waver,waver例句测试2,waver例句测试翻译2,waver同义词测试2,waver同义词测试翻译2
wax,wax例句测试1,wax例句测试翻译1,wax同义词测试1,wax同义词测试翻译1
wax,wax例句测试2,wax例句测试翻译2,wax同义词测试2,wax同义词测试翻译2
weaken,weaken例句测试1,weaken例句测试翻译1,weaken同义词测试1,weaken同义词测试翻译1
weaken,weaken例句测试2,weaken例句测试翻译2,weaken同义词测试2,weaken同义词测试翻译2
weakness,weakness例句测试1,weakness例句测试翻译1,weakness同义词测试1,weakness同义词测试翻译1
weakness,weakness例句测试2,weakness例句测试翻译2,weakness同义词测试2,weakness同义词测试翻译2
wealth,wealth例句测试1,wealth例句测试翻译1,wealth同义词测试1,wealth同义词测试翻译1
wealth,wealth例句测试2,wealth例句测试翻译2,wealth同义词测试2,wealth同义词测试翻译2
wealthy,wealthy例句测试1,wealthy例句测试翻译1,wealthy同义词测试1,wealthy同义词测试翻译1
wealthy,wealthy例句测试2,wealthy例句测试翻译2,wealthy同义词测试2,wealthy同义词测试翻译2
wean,wean例句测试1,wean例句测试翻译1,wean同义词测试1,wean同义词测试翻译1
wean,wean例句测试2,wean例句测试翻译2,wean同义词测试2,wean同义词测试翻译2
weapon,weapon例句测试1,weapon例句测试翻译1,weapon同义词测试1,weapon同义词测试翻译1
weapon,weapon例句测试2,weapon例句测试翻译2,weapon同义词测试2,weapon同义词测试翻译2
wearisome,wearisome例句测试1,wearisome例句测试翻译1,wearisome同义词测试1,wearisome同义词测试翻译1
wearisome,wearisome例句测试2,wearisome例句测试翻译2,wearisome同义词测试2,wearisome同义词测试翻译2
weary,weary例句测试1,weary例句测试翻译1,weary同义词测试1,weary同义词测试翻译1
weary,weary例句测试2,weary例句测试翻译2,weary同义词测试2,weary同义词测试翻译2
weasel,weasel例句测试1,weasel例句测试翻译1,weasel同义词测试1,weasel同义词测试翻译1
weasel,weasel例句测试2,weasel例句测试翻译2,weasel同义词测试2,weasel同义词测试翻译2
weather,weather例句测试1,weather例句测试翻译1,weather同义词测试1,weather同义词测试翻译1
weather,weather例句测试2,weather例句测试翻译2,weather同义词测试2,weather同义词测试翻译2
weave,weave例句测试1,weave例句测试翻译1,weave同义词测试1,weave同义词测试翻译1
weave,weave例句测试2,weave例句测试翻译2,weave同义词测试2,weave同义词测试翻译2
weed,weed例句测试1,weed例句测试翻译1,weed同义词测试1,weed同义词测试翻译1
weed,weed例句测试2,weed例句测试翻译2,weed同义词测试2,weed同义词测试翻译2
weekly,weekly例句测试1,weekly例句测试翻译1,weekly同义词测试1,weekly同义词测试翻译1
weekly,weekly例句测试2,weekly例句测试翻译2,weekly同义词测试2,weekly同义词测试翻译2
weep,weep例句测试1,weep例句测试翻译1,weep同义词测试1,weep同义词测试翻译1
weep,weep例句测试2,weep例句测试翻译2,weep同义词测试2,weep同义词测试翻译2
weigh,weigh例句测试1,weigh例句测试翻译1,weigh同义词测试1,weigh同义词测试翻译1
weigh,weigh例句测试2,weigh例句测试翻译2,weigh同义词测试2,weigh同义词测试翻译2
weird,weird例句测试1,weird例句测试翻译1,weird同义词测试1,weird同义词测试翻译1
weird,weird例句测试2,weird例句测试翻译2,weird同义词测试2,weird同义词测试翻译2
weld,weld例句测试1,weld例句测试翻译1,weld同义词测试1,weld同义词测试翻译1
weld,weld例句测试2,weld例句测试翻译2,weld同义词测试2,weld同义词测试翻译2
welfare,welfare例句测试1,welfare例句测试翻译1,welfare同义词测试1,welfare同义词测试翻译1
welfare,welfare例句测试2,welfare例句测试翻译2,welfare同义词测试2,welfare同义词测试翻译2
well-groomed,well-groomed例句测试1,well-groomed例句测试翻译1,well-groomed同义词测试1,well-groomed同义词测试翻译1
well-groomed,well-groomed例句测试2,well-groomed例句测试翻译2,well-groomed同义词测试2,well-groomed同义词测试翻译2
welter,welter例句测试1,welter例句测试翻译1,welter同义词测试1,welter同义词测试翻译1
welter,welter例句测试2,welter例句测试翻译2,welter同义词测试2,welter同义词测试翻译2
westward,westward例句测试1,westward例句测试翻译1,westward同义词测试1,westward同义词测试翻译1
westward,westward例句测试2,westward例句测试翻译2,westward同义词测试2,westward同义词测试翻译2
wet,wet例句测试1,wet例句测试翻译1,wet同义词测试1,wet同义词测试翻译1
wet,wet例句测试2,wet例句测试翻译2,wet同义词测试2,wet同义词测试翻译2
whale,whale例句测试1,whale例句测试翻译1,whale同义词测试1,whale同义词测试翻译1
whale,whale例句测试2,whale例句测试翻译2,whale同义词测试2,whale同义词测试翻译2
whatsoever,whatsoever例句测试1,whatsoever例句测试翻译1,whatsoever同义词测试1,whatsoever同义词测试翻译1
whatsoever,whatsoever例句测试2,whatsoever例句测试翻译2,whatsoever同义词测试2,whatsoever同义词测试翻译2
wheedle,wheedle例句测试1,wheedle例句测试翻译1,wheedle同义词测试1,wheedle同义词测试翻译1
wheedle,wheedle例句测试2,wheedle例句测试翻译2,wheedle同义词测试2,wheedle同义词测试翻译2
wheel,wheel例句测试1,wheel例句测试翻译1,wheel同义词测试1,wheel同义词测试翻译1
wheel,wheel例句测试2,wheel例句测试翻译2,wheel同义词测试2,wheel同义词测试翻译2
whereas,whereas例句测试1,whereas例句测试翻译1,whereas同义词测试1,whereas同义词测试翻译1
whereas,whereas例句测试2,whereas例句测试翻译2,whereas同义词测试2,whereas同义词测试翻译2
whet,whet例句测试1,whet例句测试翻译1,whet同义词测试1,whet同义词测试翻译1
whet,whet例句测试2,whet例句测试翻译2,whet同义词测试2,whet同义词测试翻译2
whether,whether例句测试1,whether例句测试翻译1,whether同义词测试1,whether同义词测试翻译1
whether,whether例句测试2,whether例句测试翻译2,whether同义词测试2,whether同义词测试翻译2
whichever,whichever例句测试1,whichever例句测试翻译1,whichever同义词测试1,whichever同义词测试翻译1
whichever,whichever例句测试2,whichever例句测试翻译2,whichever同义词测试2,whichever同义词测试翻译2
whiff,whiff例句测试1,whiff例句测试翻译1,whiff同义词测试1,whiff同义词测试翻译1
whiff,whiff例句测试2,whiff例句测试翻译2,whiff同义词测试2,whiff同义词测试翻译2
while,while例句测试1,while例句测试翻译1,while同义词测试1,while同义词测试翻译1
while,while例句测试2,while例句测试翻译2,while同义词测试2,while同义词测试翻译2
whim,whim例句测试1,whim例句测试翻译1,whim同义词测试1,whim同义词测试翻译1
whim,whim例句测试2,whim例句测试翻译2,whim同义词测试2,whim同义词测试翻译2
whimsical,whimsical例句测试1,whimsical例句测试翻译1,whimsical同义词测试1,whimsical同义词测试翻译1
whimsical,whimsical例句测试2,whimsical例句测试翻译2,whimsical同义词测试2,whimsical同义词测试翻译2
whimsy,whimsy例句测试1,whimsy例句测试翻译1,whimsy同义词测试1,whimsy同义词测试翻译1
whimsy,whimsy例句测试2,whimsy例句测试翻译2,whimsy同义词测试2,whimsy同义词测试翻译2
whine,whine例句测试1,whine例句测试翻译1,whine同义词测试1,whine同义词测试翻译1
whine,whine例句测试2,whine例句测试翻译2,whine同义词测试2,whine同义词测试翻译2
whip,whip例句测试1,whip例句测试翻译1,whip同义词测试1,whip同义词测试翻译1
whip,whip例句测试2,whip例句测试翻译2,whip同义词测试2,whip同义词测试翻译2
whir,whir例句测试1,whir例句测试翻译1,whir同义词测试1,whir同义词测试翻译1
whir,whir例句测试2,whir例句测试翻译2,whir同义词测试2,whir同义词测试翻译2
whirlpool,whirlpool例句测试1,whirlpool例句测试翻译1,whirlpool同义词测试1,whirlpool同义词测试翻译1
whirlpool,whirlpool例句测试2,whirlpool例句测试翻译2,whirlpool同义词测试2,whirlpool同义词测试翻译2
whisky,whisky例句测试1,whisky例句测试翻译1,whisky同义词测试1,whisky同义词测试翻译1
whisky,whisky例句测试2,whisky例句测试翻译2,whisky同义词测试2,whisky同义词测试翻译2
whisper,whisper例句测试1,whisper例句测试翻译1,whisper同义词测试1,whisper同义词测试翻译1
whisper,whisper例句测试2,whisper例句测试翻译2,whisper同义词测试2,whisper同义词测试翻译2
whistle,whistle例句测试1,whistle例句测试翻译1,whistle同义词测试1,whistle同义词测试翻译1
whistle,whistle例句测试2,whistle例句测试翻译2,whistle同义词测试2,whistle同义词测试翻译2
whit,whit例句测试1,whit例句测试翻译1,whit同义词测试1,whit同义词测试翻译1
whit,whit例句测试2,whit例句测试翻译2,whit同义词测试2,whit同义词测试翻译2
whittle,whittle例句测试1,whittle例句测试翻译1,whittle同义词测试1,whittle同义词测试翻译1
whittle,whittle例句测试2,whittle例句测试翻译2,whittle同义词测试2,whittle同义词测试翻译2
whoever,whoever例句测试1,whoever例句测试翻译1,whoever同义词测试1,whoever同义词测试翻译1
whoever,whoever例句测试2,whoever例句测试翻译2,whoever同义词测试2,whoever同义词测试翻译2
wholesome,wholesome例句测试1,wholesome例句测试翻译1,wholesome同义词测试1,wholesome同义词测试翻译1
wholesome,wholesome例句测试2,wholesome例句测试翻译2,wholesome同义词测试2,wholesome同义词测试翻译2
wholly,wholly例句测试1,wholly例句测试翻译1,wholly同义词测试1,wholly同义词测试翻译1
wholly,wholly例句测试2,wholly例句测试翻译2,wholly同义词测试2,wholly同义词测试翻译2
wick,wick例句测试1,wick例句测试翻译1,wick同义词测试1,wick同义词测试翻译1
wick,wick例句测试2,wick例句测试翻译2,wick同义词测试2,wick同义词测试翻译2
wicked,wicked例句测试1,wicked例句测试翻译1,wicked同义词测试1,wicked同义词测试翻译1
wicked,wicked例句测试2,wicked例句测试翻译2,wicked同义词测试2,wicked同义词测试翻译2
widen,widen例句测试1,widen例句测试翻译1,widen同义词测试1,widen同义词测试翻译1
widen,widen例句测试2,widen例句测试翻译2,widen同义词测试2,widen同义词测试翻译2
widespread,widespread例句测试1,widespread例句测试翻译1,widespread同义词测试1,widespread同义词测试翻译1
widespread,widespread例句测试2,widespread例句测试翻译2,widespread同义词测试2,widespread同义词测试翻译2
widow,widow例句测试1,widow例句测试翻译1,widow同义词测试1,widow同义词测试翻译1
widow,widow例句测试2,widow例句测试翻译2,widow同义词测试2,widow同义词测试翻译2
width,width例句测试1,width例句测试翻译1,width同义词测试1,width同义词测试翻译1
width,width例句测试2,width例句测试翻译2,width同义词测试2,width同义词测试翻译2
